grid_id,geometry,roadkill_count,national_highway_rk,white_rk,corridor_count,min_dist_to_corridor,wild_boar_grid,roe_deer_grid,is_hongcheon,wild_boar_count,roe_deer_count,white_road_grade,national_road_count,highway_road_count
grid_91,"POLYGON ((127.24503771433479 38.32783241130978, 127.24503771433479 38.377832411309775, 127.19503771433479 38.377832411309775, 127.19503771433479 38.32783241130978, 127.24503771433479 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_118,"POLYGON ((127.29503771433478 38.07783241130979, 127.29503771433478 38.12783241130979, 127.24503771433479 38.12783241130979, 127.24503771433479 38.07783241130979, 127.29503771433478 38.07783241130979))",0,0,0,0,0,0.401211,0,0,1.540276433,0,1,1,0
grid_119,"POLYGON ((127.29503771433478 38.12783241130979, 127.29503771433478 38.17783241130979, 127.24503771433479 38.17783241130979, 127.24503771433479 38.12783241130979, 127.29503771433478 38.12783241130979))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,0,0
grid_120,"POLYGON ((127.29503771433478 38.17783241130979, 127.29503771433478 38.227832411309784, 127.24503771433479 38.227832411309784, 127.24503771433479 38.17783241130979, 127.29503771433478 38.17783241130979))",1,0,1,0,24539.14396,0.401211,0,0,1.540276433,0,2,2,0
grid_121,"POLYGON ((127.29503771433478 38.227832411309784, 127.29503771433478 38.27783241130978, 127.24503771433479 38.27783241130978, 127.24503771433479 38.227832411309784, 127.29503771433478 38.227832411309784))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,1,0
grid_122,"POLYGON ((127.29503771433478 38.27783241130978, 127.29503771433478 38.32783241130978, 127.24503771433479 38.32783241130978, 127.24503771433479 38.27783241130978, 127.29503771433478 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,0,0
grid_123,"POLYGON ((127.29503771433478 38.32783241130978, 127.29503771433478 38.377832411309775, 127.24503771433479 38.377832411309775, 127.24503771433479 38.32783241130978, 127.29503771433478 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_150,"POLYGON ((127.34503771433478 38.07783241130979, 127.34503771433478 38.12783241130979, 127.29503771433478 38.12783241130979, 127.29503771433478 38.07783241130979, 127.34503771433478 38.07783241130979))",0,0,0,0,0,0.401211,0,0,1.540276433,0,1,1,0
grid_151,"POLYGON ((127.34503771433478 38.12783241130979, 127.34503771433478 38.17783241130979, 127.29503771433478 38.17783241130979, 127.29503771433478 38.12783241130979, 127.34503771433478 38.12783241130979))",2,1,1,0,19865.05819,0.401211,0,0,1.540276433,0,3,1,0
grid_152,"POLYGON ((127.34503771433478 38.17783241130979, 127.34503771433478 38.227832411309784, 127.29503771433478 38.227832411309784, 127.29503771433478 38.17783241130979, 127.34503771433478 38.17783241130979))",1,1,0,0,16453.51369,0.401211,0,0,1.540276433,0,2,2,0
grid_153,"POLYGON ((127.34503771433478 38.227832411309784, 127.34503771433478 38.27783241130978, 127.29503771433478 38.27783241130978, 127.29503771433478 38.227832411309784, 127.34503771433478 38.227832411309784))",0,0,0,0,0,0.401211,0,0,1.540276433,0,1,1,0
grid_154,"POLYGON ((127.34503771433478 38.27783241130978, 127.34503771433478 38.32783241130978, 127.29503771433478 38.32783241130978, 127.29503771433478 38.27783241130978, 127.34503771433478 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,1,0
grid_155,"POLYGON ((127.34503771433478 38.32783241130978, 127.34503771433478 38.377832411309775, 127.29503771433478 38.377832411309775, 127.29503771433478 38.32783241130978, 127.34503771433478 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_182,"POLYGON ((127.39503771433478 38.07783241130979, 127.39503771433478 38.12783241130979, 127.34503771433478 38.12783241130979, 127.34503771433478 38.07783241130979, 127.39503771433478 38.07783241130979))",0,0,0,0,0,0.401211,0,0,1.540276433,0,1,0,0
grid_183,"POLYGON ((127.39503771433478 38.12783241130979, 127.39503771433478 38.17783241130979, 127.34503771433478 38.17783241130979, 127.34503771433478 38.12783241130979, 127.39503771433478 38.12783241130979))",0,0,0,0,0,0.401211,0,0,1.540276433,0,1,1,0
grid_184,"POLYGON ((127.39503771433478 38.17783241130979, 127.39503771433478 38.227832411309784, 127.34503771433478 38.227832411309784, 127.34503771433478 38.17783241130979, 127.39503771433478 38.17783241130979))",1,1,0,0,14583.5919,0.401211,0,0,1.540276433,0,2,2,0
grid_185,"POLYGON ((127.39503771433478 38.227832411309784, 127.39503771433478 38.27783241130978, 127.34503771433478 38.27783241130978, 127.34503771433478 38.227832411309784, 127.39503771433478 38.227832411309784))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,2,0
grid_186,"POLYGON ((127.39503771433478 38.27783241130978, 127.39503771433478 38.32783241130978, 127.34503771433478 38.32783241130978, 127.34503771433478 38.27783241130978, 127.39503771433478 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,1,0
grid_187,"POLYGON ((127.39503771433478 38.32783241130978, 127.39503771433478 38.377832411309775, 127.34503771433478 38.377832411309775, 127.34503771433478 38.32783241130978, 127.39503771433478 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_213,"POLYGON ((127.44503771433477 38.027832411309795, 127.44503771433477 38.07783241130979, 127.39503771433478 38.07783241130979, 127.39503771433478 38.027832411309795, 127.44503771433477 38.027832411309795))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,0,0,0
grid_214,"POLYGON ((127.44503771433477 38.07783241130979, 127.44503771433477 38.12783241130979, 127.39503771433478 38.12783241130979, 127.39503771433478 38.07783241130979, 127.44503771433477 38.07783241130979))",0,0,0,0,0,8.203381163,2.213440687,0,31.49334059,59.568466,1,2,0
grid_215,"POLYGON ((127.44503771433477 38.12783241130979, 127.44503771433477 38.17783241130979, 127.39503771433478 38.17783241130979, 127.39503771433478 38.12783241130979, 127.44503771433477 38.12783241130979))",2,1,1,0,9759.123972,0.401211,0,0,1.540276433,0,2,3,0
grid_216,"POLYGON ((127.44503771433477 38.17783241130979, 127.44503771433477 38.227832411309784, 127.39503771433478 38.227832411309784, 127.39503771433478 38.17783241130979, 127.44503771433477 38.17783241130979))",2,1,1,0,9661.525616,0.401211,0,0,1.540276433,0,2,1,0
grid_217,"POLYGON ((127.44503771433477 38.227832411309784, 127.44503771433477 38.27783241130978, 127.39503771433478 38.27783241130978, 127.39503771433478 38.227832411309784, 127.44503771433477 38.227832411309784))",1,0,1,0,12020.53804,0.401211,0,0,1.540276433,0,3,3,0
grid_218,"POLYGON ((127.44503771433477 38.27783241130978, 127.44503771433477 38.32783241130978, 127.39503771433478 38.32783241130978, 127.39503771433478 38.27783241130978, 127.44503771433477 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,0,0
grid_219,"POLYGON ((127.44503771433477 38.32783241130978, 127.44503771433477 38.377832411309775, 127.39503771433478 38.377832411309775, 127.39503771433478 38.32783241130978, 127.44503771433477 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_244,"POLYGON ((127.49503771433477 37.9778324113098, 127.49503771433477 38.027832411309795, 127.44503771433477 38.027832411309795, 127.44503771433477 37.9778324113098, 127.49503771433477 37.9778324113098))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,0,0,0
grid_245,"POLYGON ((127.49503771433477 38.027832411309795, 127.49503771433477 38.07783241130979, 127.44503771433477 38.07783241130979, 127.44503771433477 38.027832411309795, 127.49503771433477 38.027832411309795))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,1,2,0
grid_246,"POLYGON ((127.49503771433477 38.07783241130979, 127.49503771433477 38.12783241130979, 127.44503771433477 38.12783241130979, 127.44503771433477 38.07783241130979, 127.49503771433477 38.07783241130979))",0,0,0,0,0,38.61907761,10.84223737,0,148.2612767,291.7880077,1,2,0
grid_247,"POLYGON ((127.49503771433477 38.12783241130979, 127.49503771433477 38.17783241130979, 127.44503771433477 38.17783241130979, 127.44503771433477 38.12783241130979, 127.49503771433477 38.12783241130979))",0,0,0,0,0,1.047711558,0.1834093091,0,4.022236232,4.935940347,1,2,0
grid_248,"POLYGON ((127.49503771433477 38.17783241130979, 127.49503771433477 38.227832411309784, 127.44503771433477 38.227832411309784, 127.44503771433477 38.17783241130979, 127.49503771433477 38.17783241130979))",2,2,0,0,6609.601408,0.401211,0,0,1.540276433,0,1,1,0
grid_249,"POLYGON ((127.49503771433477 38.227832411309784, 127.49503771433477 38.27783241130978, 127.44503771433477 38.27783241130978, 127.44503771433477 38.227832411309784, 127.49503771433477 38.227832411309784))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,3,0
grid_250,"POLYGON ((127.49503771433477 38.27783241130978, 127.49503771433477 38.32783241130978, 127.44503771433477 38.32783241130978, 127.44503771433477 38.27783241130978, 127.49503771433477 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,2,0
grid_251,"POLYGON ((127.49503771433477 38.32783241130978, 127.49503771433477 38.377832411309775, 127.44503771433477 38.377832411309775, 127.44503771433477 38.32783241130978, 127.49503771433477 38.32783241130978))",0,0,0,0,0,,,0,0,0,1,0,0
grid_269,"POLYGON ((127.54503771433477 37.62783241130982, 127.54503771433477 37.677832411309815, 127.49503771433477 37.677832411309815, 127.49503771433477 37.62783241130982, 127.54503771433477 37.62783241130982))",0,0,0,0,0,1.761258,1.413269,1,6.76158976,38.03411895,0,0,0
grid_270,"POLYGON ((127.54503771433477 37.677832411309815, 127.54503771433477 37.72783241130981, 127.49503771433477 37.72783241130981, 127.49503771433477 37.677832411309815, 127.54503771433477 37.677832411309815))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,0,0,0
grid_271,"POLYGON ((127.54503771433477 37.72783241130981, 127.54503771433477 37.77783241130981, 127.49503771433477 37.77783241130981, 127.49503771433477 37.72783241130981, 127.54503771433477 37.72783241130981))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,0,0,0
grid_272,"POLYGON ((127.54503771433477 37.77783241130981, 127.54503771433477 37.82783241130981, 127.49503771433477 37.82783241130981, 127.49503771433477 37.77783241130981, 127.54503771433477 37.77783241130981))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,1,0,0
grid_273,"POLYGON ((127.54503771433477 37.82783241130981, 127.54503771433477 37.877832411309804, 127.49503771433477 37.877832411309804, 127.49503771433477 37.82783241130981, 127.54503771433477 37.82783241130981))",1,0,1,0,18268.60142,2.027143,8.872019,0,7.782340436,238.7651791,1,1,0
grid_275,"POLYGON ((127.54503771433477 37.9278324113098, 127.54503771433477 37.9778324113098, 127.49503771433477 37.9778324113098, 127.49503771433477 37.9278324113098, 127.54503771433477 37.9278324113098))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,0,0,0
grid_276,"POLYGON ((127.54503771433477 37.9778324113098, 127.54503771433477 38.027832411309795, 127.49503771433477 38.027832411309795, 127.49503771433477 37.9778324113098, 127.54503771433477 37.9778324113098))",0,0,0,0,0,39.72312783,11.6525375,0,152.4998009,313.594933,1,1,0
grid_277,"POLYGON ((127.54503771433477 38.027832411309795, 127.54503771433477 38.07783241130979, 127.49503771433477 38.07783241130979, 127.49503771433477 38.027832411309795, 127.54503771433477 38.027832411309795))",2,2,0,0,8925.124184,42.09095,11.827192,0,161.590032,318.2952625,2,3,0
grid_278,"POLYGON ((127.54503771433477 38.07783241130979, 127.54503771433477 38.12783241130979, 127.49503771433477 38.12783241130979, 127.49503771433477 38.07783241130979, 127.54503771433477 38.07783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,1,0
grid_279,"POLYGON ((127.54503771433477 38.12783241130979, 127.54503771433477 38.17783241130979, 127.49503771433477 38.17783241130979, 127.49503771433477 38.12783241130979, 127.54503771433477 38.12783241130979))",0,0,0,2,0,39.42981662,11.07224039,0,151.3737591,297.9778854,2,2,0
grid_280,"POLYGON ((127.54503771433477 38.17783241130979, 127.54503771433477 38.227832411309784, 127.49503771433477 38.227832411309784, 127.49503771433477 38.17783241130979, 127.54503771433477 38.17783241130979))",0,0,0,0,0,19.33135667,5.370397435,0,74.21439862,144.5289855,2,1,0
grid_281,"POLYGON ((127.54503771433477 38.227832411309784, 127.54503771433477 38.27783241130978, 127.49503771433477 38.27783241130978, 127.49503771433477 38.227832411309784, 127.54503771433477 38.227832411309784))",0,0,0,0,0,0.5568643931,0.04415816962,0,2.13784044,1.188391648,2,1,0
grid_282,"POLYGON ((127.54503771433477 38.27783241130978, 127.54503771433477 38.32783241130978, 127.49503771433477 38.32783241130978, 127.49503771433477 38.27783241130978, 127.54503771433477 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,1,0,0
grid_301,"POLYGON ((127.59503771433477 37.62783241130982, 127.59503771433477 37.677832411309815, 127.54503771433477 37.677832411309815, 127.54503771433477 37.62783241130982, 127.59503771433477 37.62783241130982))",2,2,0,0,5296.398525,1.761258,1.413269,1,6.76158976,38.03411895,2,1,0
grid_302,"POLYGON ((127.59503771433477 37.677832411309815, 127.59503771433477 37.72783241130981, 127.54503771433477 37.72783241130981, 127.54503771433477 37.677832411309815, 127.59503771433477 37.677832411309815))",3,3,0,0,3714.270056,1.774473174,1.783988227,1,6.812323717,48.01097345,2,2,1
grid_303,"POLYGON ((127.59503771433477 37.72783241130981, 127.59503771433477 37.77783241130981, 127.54503771433477 37.77783241130981, 127.54503771433477 37.72783241130981, 127.59503771433477 37.72783241130981))",0,0,0,0,0,2.020300702,8.680075154,1,7.756072387,233.599556,2,0,0
grid_304,"POLYGON ((127.59503771433477 37.77783241130981, 127.59503771433477 37.82783241130981, 127.54503771433477 37.82783241130981, 127.54503771433477 37.77783241130981, 127.59503771433477 37.77783241130981))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,2,0,0
grid_305,"POLYGON ((127.59503771433477 37.82783241130981, 127.59503771433477 37.877832411309804, 127.54503771433477 37.877832411309804, 127.54503771433477 37.82783241130981, 127.59503771433477 37.82783241130981))",1,0,1,0,15246.7259,2.027143,8.872019,0,7.782340436,238.7651791,2,1,0
grid_307,"POLYGON ((127.59503771433477 37.9278324113098, 127.59503771433477 37.9778324113098, 127.54503771433477 37.9778324113098, 127.54503771433477 37.9278324113098, 127.59503771433477 37.9278324113098))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,1,1,0
grid_308,"POLYGON ((127.59503771433477 37.9778324113098, 127.59503771433477 38.027832411309795, 127.54503771433477 38.027832411309795, 127.54503771433477 37.9778324113098, 127.59503771433477 37.9778324113098))",0,0,0,0,0,4.332715813,9.042081883,0,16.63359194,243.3419384,1,0,0
grid_309,"POLYGON ((127.59503771433477 38.027832411309795, 127.59503771433477 38.07783241130979, 127.54503771433477 38.07783241130979, 127.54503771433477 38.027832411309795, 127.59503771433477 38.027832411309795))",1,1,0,0,5824.501122,23.93525331,10.48799763,0,91.88907229,282.2546518,2,1,0
grid_310,"POLYGON ((127.59503771433477 38.07783241130979, 127.59503771433477 38.12783241130979, 127.54503771433477 38.12783241130979, 127.54503771433477 38.07783241130979, 127.59503771433477 38.07783241130979))",0,0,0,0,0,39.91583716,11.66675206,0,153.2396252,313.9774775,1,0,0
grid_311,"POLYGON ((127.59503771433477 38.12783241130979, 127.59503771433477 38.17783241130979, 127.54503771433477 38.17783241130979, 127.54503771433477 38.12783241130979, 127.59503771433477 38.12783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,1,1,0
grid_312,"POLYGON ((127.59503771433477 38.17783241130979, 127.59503771433477 38.227832411309784, 127.54503771433477 38.227832411309784, 127.54503771433477 38.17783241130979, 127.59503771433477 38.17783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,1,0
grid_313,"POLYGON ((127.59503771433477 38.227832411309784, 127.59503771433477 38.27783241130978, 127.54503771433477 38.27783241130978, 127.54503771433477 38.227832411309784, 127.59503771433477 38.227832411309784))",0,0,0,0,0,14.85260155,4.099794694,0,57.02015183,110.3343235,2,1,0
grid_314,"POLYGON ((127.59503771433477 38.27783241130978, 127.59503771433477 38.32783241130978, 127.54503771433477 38.32783241130978, 127.54503771433477 38.27783241130978, 127.59503771433477 38.27783241130978))",0,0,0,0,0,0.4144532369,0.003756763225,0,1.591114285,0.1011026063,1,0,0
grid_315,"POLYGON ((127.59503771433477 38.32783241130978, 127.59503771433477 38.377832411309775, 127.54503771433477 38.377832411309775, 127.54503771433477 38.32783241130978, 127.59503771433477 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_333,"POLYGON ((127.64503771433476 37.62783241130982, 127.64503771433476 37.677832411309815, 127.59503771433477 37.677832411309815, 127.59503771433477 37.62783241130982, 127.64503771433476 37.62783241130982))",3,3,0,0,3002.060014,1.763846503,1.485883093,1,6.771527201,39.98832092,2,3,0
grid_334,"POLYGON ((127.64503771433476 37.677832411309815, 127.64503771433476 37.72783241130981, 127.59503771433477 37.72783241130981, 127.59503771433477 37.677832411309815, 127.64503771433476 37.677832411309815))",1,0,1,1,3115.035776,1.950494498,6.721833713,1,7.488081601,180.8990525,2,2,1
grid_335,"POLYGON ((127.64503771433476 37.72783241130981, 127.64503771433476 37.77783241130981, 127.59503771433477 37.77783241130981, 127.59503771433477 37.72783241130981, 127.64503771433476 37.72783241130981))",2,2,0,0,5372.726364,2.027143,8.872019,0,7.782340436,238.7651791,2,2,0
grid_336,"POLYGON ((127.64503771433476 37.77783241130981, 127.64503771433476 37.82783241130981, 127.59503771433477 37.82783241130981, 127.59503771433477 37.77783241130981, 127.64503771433476 37.77783241130981))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,2,2,0
grid_337,"POLYGON ((127.64503771433476 37.82783241130981, 127.64503771433476 37.877832411309804, 127.59503771433477 37.877832411309804, 127.59503771433477 37.82783241130981, 127.64503771433476 37.82783241130981))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,2,1,0
grid_338,"POLYGON ((127.64503771433476 37.877832411309804, 127.64503771433476 37.9278324113098, 127.59503771433477 37.9278324113098, 127.59503771433477 37.877832411309804, 127.64503771433476 37.877832411309804))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,0,0,0
grid_339,"POLYGON ((127.64503771433476 37.9278324113098, 127.64503771433476 37.9778324113098, 127.59503771433477 37.9778324113098, 127.59503771433477 37.9278324113098, 127.64503771433476 37.9278324113098))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,1,0,0
grid_340,"POLYGON ((127.64503771433476 37.9778324113098, 127.64503771433476 38.027832411309795, 127.59503771433477 38.027832411309795, 127.59503771433477 37.9778324113098, 127.64503771433476 37.9778324113098))",2,2,0,0,5663.185186,2.027143,8.872019,0,7.782340436,238.7651791,2,1,0
grid_341,"POLYGON ((127.64503771433476 38.027832411309795, 127.64503771433476 38.07783241130979, 127.59503771433477 38.07783241130979, 127.59503771433477 38.027832411309795, 127.64503771433476 38.027832411309795))",0,0,0,1,0,17.19947009,9.991155066,0,66.02994043,268.883546,2,2,0
grid_342,"POLYGON ((127.64503771433476 38.07783241130979, 127.64503771433476 38.12783241130979, 127.59503771433477 38.12783241130979, 127.59503771433477 38.07783241130979, 127.64503771433476 38.07783241130979))",0,0,0,0,0,42.01753955,11.82177712,0,161.3082042,318.1495365,1,0,0
grid_343,"POLYGON ((127.64503771433476 38.12783241130979, 127.64503771433476 38.17783241130979, 127.59503771433477 38.17783241130979, 127.59503771433477 38.12783241130979, 127.64503771433476 38.12783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,1,0
grid_344,"POLYGON ((127.64503771433476 38.17783241130979, 127.64503771433476 38.227832411309784, 127.59503771433477 38.227832411309784, 127.59503771433477 38.17783241130979, 127.64503771433476 38.17783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,2,0
grid_345,"POLYGON ((127.64503771433476 38.227832411309784, 127.64503771433476 38.27783241130978, 127.59503771433477 38.27783241130978, 127.59503771433477 38.227832411309784, 127.64503771433476 38.227832411309784))",0,0,0,0,0,35.24914296,9.886202025,0,135.3238674,266.0590332,2,1,0
grid_346,"POLYGON ((127.64503771433476 38.27783241130978, 127.64503771433476 38.32783241130978, 127.59503771433477 38.32783241130978, 127.59503771433477 38.27783241130978, 127.64503771433476 38.27783241130978))",0,0,0,0,0,1.565548379,0.330317293,0,6.010247157,8.889551256,1,0,0
grid_347,"POLYGON ((127.64503771433476 38.32783241130978, 127.64503771433476 38.377832411309775, 127.59503771433477 38.377832411309775, 127.59503771433477 38.32783241130978, 127.64503771433476 38.32783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,0,0,0
grid_364,"POLYGON ((127.69503771433476 37.57783241130982, 127.69503771433476 37.62783241130982, 127.64503771433476 37.62783241130982, 127.64503771433476 37.57783241130982, 127.69503771433476 37.57783241130982))",8,6,2,0,7805.617354,1.761258,1.413269,1,6.76158976,38.03411895,2,2,0
grid_365,"POLYGON ((127.69503771433476 37.62783241130982, 127.69503771433476 37.677832411309815, 127.64503771433476 37.677832411309815, 127.64503771433476 37.62783241130982, 127.69503771433476 37.62783241130982))",3,0,3,0,5988.245431,1.761258,1.413269,1,6.76158976,38.03411895,2,2,0
grid_366,"POLYGON ((127.69503771433476 37.677832411309815, 127.69503771433476 37.72783241130981, 127.64503771433476 37.72783241130981, 127.64503771433476 37.677832411309815, 127.69503771433476 37.677832411309815))",0,0,0,0,0,1.908792905,5.551998041,1,7.327986337,149.4162498,2,0,0
grid_367,"POLYGON ((127.69503771433476 37.72783241130981, 127.69503771433476 37.77783241130981, 127.64503771433476 37.77783241130981, 127.64503771433476 37.72783241130981, 127.69503771433476 37.72783241130981))",2,1,1,0,6073.856201,2.027143,8.872019,0,7.782340436,238.7651791,2,0,1
grid_368,"POLYGON ((127.69503771433476 37.77783241130981, 127.69503771433476 37.82783241130981, 127.64503771433476 37.82783241130981, 127.64503771433476 37.77783241130981, 127.69503771433476 37.77783241130981))",2,2,0,0,6182.108672,2.027143,8.872019,0,7.782340436,238.7651791,2,1,0
grid_369,"POLYGON ((127.69503771433476 37.82783241130981, 127.69503771433476 37.877832411309804, 127.64503771433476 37.877832411309804, 127.64503771433476 37.82783241130981, 127.69503771433476 37.82783241130981))",1,0,1,0,7360.565551,2.027143,8.872019,0,7.782340436,238.7651791,3,2,0
grid_370,"POLYGON ((127.69503771433476 37.877832411309804, 127.69503771433476 37.9278324113098, 127.64503771433476 37.9278324113098, 127.64503771433476 37.877832411309804, 127.69503771433476 37.877832411309804))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,3,1,0
grid_371,"POLYGON ((127.69503771433476 37.9278324113098, 127.69503771433476 37.9778324113098, 127.64503771433476 37.9778324113098, 127.64503771433476 37.9278324113098, 127.69503771433476 37.9278324113098))",0,0,0,0,0,2.027143,8.872019,0,7.782340436,238.7651791,2,3,0
grid_372,"POLYGON ((127.69503771433476 37.9778324113098, 127.69503771433476 38.027832411309795, 127.64503771433476 38.027832411309795, 127.64503771433476 37.9778324113098, 127.69503771433476 37.9778324113098))",0,0,0,0,0,2.239800794,8.887704992,0,8.598748231,239.187323,2,2,0
grid_373,"POLYGON ((127.69503771433476 38.027832411309795, 127.69503771433476 38.07783241130979, 127.64503771433476 38.07783241130979, 127.64503771433476 38.027832411309795, 127.69503771433476 38.027832411309795))",0,0,0,0,0,36.34479266,11.40334588,0,139.5301415,306.8886488,2,2,0
grid_374,"POLYGON ((127.69503771433476 38.07783241130979, 127.69503771433476 38.12783241130979, 127.64503771433476 38.12783241130979, 127.64503771433476 38.07783241130979, 127.69503771433476 38.07783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,3,0
grid_375,"POLYGON ((127.69503771433476 38.12783241130979, 127.69503771433476 38.17783241130979, 127.64503771433476 38.17783241130979, 127.64503771433476 38.12783241130979, 127.69503771433476 38.12783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,2,0
grid_376,"POLYGON ((127.69503771433476 38.17783241130979, 127.69503771433476 38.227832411309784, 127.64503771433476 38.227832411309784, 127.64503771433476 38.17783241130979, 127.69503771433476 38.17783241130979))",0,0,0,0,0,42.09095,11.827192,0,161.590032,318.2952625,2,1,0
grid_377,"POLYGON ((127.69503771433476 38.227832411309784, 127.69503771433476 38.27783241130978, 127.64503771433476 38.27783241130978, 127.64503771433476 38.227832411309784, 127.69503771433476 38.227832411309784))",0,0,0,0,0,25.94784183,7.247464606,0,99.6155371,195.0449142,2,0,0
grid_378,"POLYGON ((127.69503771433476 38.27783241130978, 127.69503771433476 38.32783241130978, 127.64503771433476 38.32783241130978, 127.64503771433476 38.27783241130978, 127.69503771433476 38.27783241130978))",0,0,0,0,0,0.401211,0,0,1.540276433,0,2,0,0
